Time (msec),Engine Speed (rpm),Engine Load (Calculated) (g/rev),Ignition Total Timing (degrees),Intake Air Temperature (F),Knock Sum Cylinder 1* (count),Knock Sum Cylinder 2* (count),Knock Sum Cylinder 3* (count),Knock Sum Cylinder 4* (count),Feedback Knock Correction (4-byte)* (degrees),Fine Learning Knock Correction (degrees),IAM (multiplier),Mass Airflow (g/s),Final Fueling Base (2-byte)* (lambda),Primary Wastegate Duty Cycle (%),Target Boost (2-byte)** (psi relative sea level),Throttle Opening Angle (%),Boost Error* (psi)
105858,3172,0.16,24.00,36,5,8,4,45,0.00,0.00,1.0000,8.27,0.83,0.00,-5.28,5.88,5.45
105952,3063,0.15,24.00,36,5,8,4,45,0.00,0.00,1.0000,7.43,0.83,0.00,-5.34,5.49,5.28
106030,2953,0.15,24.00,36,5,8,4,45,0.00,0.00,1.0000,7.36,0.83,0.00,-5.41,5.10,5.22
106109,2841,0.15,24.00,37,5,8,4,45,0.00,0.00,1.0000,6.98,0.83,0.00,-5.49,4.71,5.23
106186,2726,0.15,24.00,37,5,8,4,45,0.00,0.00,1.0000,6.53,0.83,0.00,-5.57,4.31,5.26
106264,2636,0.15,24.00,37,5,8,4,45,0.00,0.00,1.0000,6.27,0.83,0.00,-5.63,4.31,5.42
106343,2514,0.14,24.00,37,5,8,4,45,0.00,0.00,1.0000,5.82,0.83,0.00,-5.70,3.92,5.50
106436,2419,0.14,24.00,37,5,8,4,45,0.00,0.00,1.0000,5.49,0.83,0.00,-5.74,3.14,5.61
106482,2322,0.13,24.00,37,5,8,4,45,0.00,0.00,1.0000,4.83,0.83,0.00,-5.78,2.75,5.75
106592,2221,0.12,24.00,37,5,8,4,45,0.00,0.00,1.0000,4.33,0.83,0.00,-5.74,2.35,6.05
106671,2116,0.11,24.00,37,5,8,4,45,0.00,0.00,1.0000,3.97,0.83,0.00,-5.67,2.35,6.10
106749,2008,0.11,24.00,37,5,8,4,45,0.00,0.00,1.0000,3.92,0.83,0.00,-5.63,2.35,6.14
106827,1924,0.13,24.00,37,5,8,4,45,0.00,0.00,1.0000,4.02,0.83,0.00,-5.59,2.35,6.05
106905,1814,0.14,23.50,37,5,8,4,45,0.00,0.00,1.0000,4.18,0.83,0.00,-5.67,2.35,5.84
106983,1730,0.14,22.00,37,5,8,4,45,0.00,0.00,1.0000,4.07,0.83,0.00,-5.80,2.35,5.75
107061,1632,0.15,20.00,37,5,8,4,45,0.00,0.00,1.0000,3.92,0.83,0.00,-5.88,2.35,5.70
107139,1538,0.17,19.00,37,5,8,4,45,0.00,0.00,1.0000,4.15,0.83,0.00,-5.96,2.35,5.80
107233,1438,0.17,18.00,37,5,8,4,45,0.00,0.00,1.0000,4.20,0.83,0.00,-5.86,2.35,5.90
107279,1350,0.20,17.50,37,5,8,4,45,0.00,0.00,1.0000,4.36,0.83,0.00,-5.65,2.35,5.97
107389,1237,0.20,17.00,37,5,8,4,45,0.00,0.00,1.0000,4.36,0.83,0.00,-5.53,2.75,5.97
107468,1152,0.24,17.00,37,5,8,4,45,0.00,0.00,1.0000,4.62,0.83,0.00,-5.45,3.14,6.05
107546,1042,0.29,17.00,37,5,8,4,45,0.00,0.00,1.0000,4.99,0.83,0.00,-5.28,3.53,6.07
107624,966,0.32,17.00,39,5,8,4,45,0.00,0.00,1.0000,5.02,0.76,0.00,-4.97,3.92,5.96
107702,882,0.38,17.00,39,5,8,4,45,0.00,0.00,1.0000,5.40,0.75,0.00,-4.78,3.92,5.89
107780,824,0.40,17.00,39,5,8,4,45,0.00,0.00,1.0000,5.65,0.73,0.00,-4.56,3.92,5.54
107859,868,0.38,17.00,39,5,8,4,45,0.00,0.00,1.0000,5.59,0.75,0.00,-4.52,3.92,5.14
107937,902,0.37,17.00,39,5,8,4,45,0.00,0.00,1.0000,5.62,0.82,0.00,-4.70,3.92,4.75
108030,936,0.36,17.00,39,5,8,4,45,0.00,0.00,1.0000,5.69,0.82,0.00,-4.76,3.92,4.65
108092,966,0.33,17.00,39,5,8,4,45,0.00,0.00,1.0000,5.46,0.82,0.00,-4.81,3.53,4.62
108171,1021,0.29,17.00,39,5,8,4,45,0.00,0.00,1.0000,4.92,0.82,0.00,-4.89,3.14,4.63
108249,1059,0.25,17.00,39,5,8,4,45,0.00,0.00,1.0000,4.45,0.83,0.00,-5.03,3.14,4.82
108343,1097,0.23,17.00,39,5,8,4,45,0.00,0.00,1.0000,4.20,0.83,0.00,-5.10,2.75,5.04
108420,1110,0.22,17.00,39,5,8,4,45,0.00,0.00,1.0000,4.05,0.83,0.00,-5.14,2.35,5.19
108466,1128,0.21,17.00,39,5,8,4,45,0.00,0.00,1.0000,4.00,0.83,0.00,-5.16,2.35,5.35
108561,1121,0.22,17.00,39,5,8,4,45,0.00,0.00,1.0000,4.00,0.96,0.00,-5.18,2.35,5.61
108655,1120,0.21,17.00,39,5,8,4,45,0.00,0.00,1.0000,3.89,0.96,0.00,-5.20,2.35,5.76
108733,1116,0.22,17.00,39,5,8,4,45,0.00,0.00,1.0000,4.12,0.96,0.00,-5.16,2.35,5.82
108812,1093,0.22,17.00,39,5,8,4,45,0.00,0.00,1.0000,4.00,0.96,0.00,-5.14,2.35,5.88
108889,1076,0.21,17.00,39,5,8,4,45,0.00,0.00,1.0000,3.77,0.96,0.00,-5.12,2.35,6.00
108968,1047,0.23,17.00,39,5,8,4,45,0.00,0.00,1.0000,4.05,0.96,0.00,-5.05,2.35,6.04
109046,1017,0.25,17.00,39,5,8,4,45,0.00,0.00,1.0000,4.12,0.96,0.00,-5.01,2.35,6.07
109124,990,0.26,17.00,39,5,8,4,45,0.00,0.00,1.0000,4.20,0.96,0.00,-4.95,2.35,6.11
109202,945,0.27,17.00,39,5,8,4,45,0.00,0.00,1.0000,4.20,0.96,0.00,-4.87,2.35,6.13
109280,923,0.27,17.00,39,5,8,4,45,0.00,0.00,1.0000,4.15,0.96,0.00,-4.76,2.35,6.10
109375,898,0.28,17.00,39,5,8,4,45,0.00,0.00,1.0000,4.10,0.95,0.00,-4.72,2.35,6.08
109452,879,0.29,17.00,39,5,8,4,45,0.00,0.00,1.0000,4.12,0.95,0.00,-4.66,2.75,6.08
109530,860,0.29,17.00,41,5,8,4,45,0.00,0.00,1.0000,4.15,0.95,0.00,-4.62,2.35,6.05
109608,837,0.29,17.00,41,5,8,4,45,0.00,0.00,1.0000,4.07,0.95,0.00,-4.56,2.75,5.97
109687,823,0.30,17.00,41,5,8,4,45,0.00,0.00,1.0000,3.94,0.95,0.00,-4.52,2.35,5.93
109764,818,0.29,17.00,41,5,8,4,45,0.00,0.00,1.0000,3.89,0.95,0.00,-4.49,2.75,5.87
109843,811,0.29,17.00,41,5,8,4,45,0.00,0.00,1.0000,3.95,0.95,0.00,-4.49,2.75,5.83
109921,803,0.29,17.00,41,5,8,4,45,0.00,0.00,1.0000,3.87,0.95,0.00,-4.47,2.75,5.75
110015,800,0.28,17.00,41,5,8,4,45,0.00,0.00,1.0000,3.79,0.95,0.00,-4.45,2.75,5.70
110060,792,0.29,17.00,41,5,8,4,45,0.00,0.00,1.0000,3.84,0.95,0.00,-4.45,2.35,5.67
110171,787,0.30,17.00,41,5,8,4,45,0.00,0.00,1.0000,3.92,0.95,0.00,-4.43,2.35,5.66
110249,777,0.30,17.00,41,5,8,4,45,0.00,0.00,1.0000,3.87,0.95,0.00,-4.43,2.35,5.59
110328,773,0.30,17.00,41,5,8,4,45,0.00,0.00,1.0000,3.84,0.95,0.00,-4.43,2.35,5.57
110406,771,0.30,17.00,41,5,8,4,45,0.00,0.00,1.0000,3.84,0.95,0.00,-4.43,2.35,5.54
110483,778,0.29,17.00,41,5,8,4,45,0.00,0.00,1.0000,3.84,0.95,0.00,-4.43,2.35,5.53
110561,780,0.30,17.00,41,5,8,4,45,0.00,0.00,1.0000,3.92,0.95,0.00,-4.43,2.35,5.51
110639,785,0.30,17.00,41,5,8,4,45,0.00,0.00,1.0000,3.89,0.95,0.00,-4.43,2.35,5.50
110734,788,0.30,17.00,41,5,8,4,45,0.00,0.00,1.0000,3.92,0.95,0.00,-4.43,2.35,5.51
110796,790,0.30,17.00,41,5,8,4,45,0.00,0.00,1.0000,3.97,0.95,0.00,-4.43,2.35,5.51
110874,791,0.30,17.00,41,5,8,4,45,0.00,0.00,1.0000,3.95,0.95,0.00,-4.43,2.35,5.51
110953,797,0.30,17.00,41,5,8,4,45,0.00,0.00,1.0000,3.95,0.95,0.00,-4.43,2.35,5.52
111030,799,0.29,17.00,41,5,8,4,45,0.00,0.00,1.0000,3.82,0.95,0.00,-4.43,2.35,5.55
111108,806,0.29,17.00,41,5,8,4,45,0.00,0.00,1.0000,3.92,0.95,0.00,-4.43,2.35,5.54
111202,810,0.29,17.50,41,5,8,4,45,0.00,0.00,1.0000,3.97,0.95,0.00,-4.43,2.35,5.52
111280,820,0.28,17.50,41,5,8,4,45,0.00,0.00,1.0000,3.82,0.95,0.00,-4.47,2.35,5.52
111358,828,0.30,17.50,41,5,8,4,45,0.00,0.00,1.0000,3.84,0.95,0.00,-4.49,2.35,5.55
111436,834,0.28,17.50,41,5,8,4,45,0.00,0.00,1.0000,3.89,0.95,0.00,-4.49,2.35,5.54
111499,835,0.27,17.50,41,5,8,4,45,0.00,0.00,1.0000,3.84,0.95,0.00,-4.49,2.35,5.59
111592,846,0.27,17.50,41,5,8,4,45,0.00,0.00,1.0000,3.84,0.95,0.00,-4.51,2.35,5.59
111671,843,0.28,17.50,41,5,8,4,45,0.00,0.00,1.0000,3.89,0.95,0.00,-4.52,2.35,5.62
111749,844,0.27,17.50,41,5,8,4,45,0.00,0.00,1.0000,3.79,0.95,0.00,-4.51,2.35,5.63
111828,844,0.27,17.50,41,5,8,4,45,0.00,0.00,1.0000,3.82,0.95,0.00,-4.51,2.35,5.63
111905,843,0.28,17.50,41,5,8,4,45,0.00,0.00,1.0000,3.95,0.95,0.00,-4.51,2.35,5.69
111983,834,0.28,17.50,41,5,8,4,45,0.00,0.00,1.0000,3.92,0.95,0.00,-4.51,2.35,5.70
112077,837,0.28,17.50,41,5,8,4,45,0.00,0.00,1.0000,3.89,0.95,0.00,-4.49,2.35,5.70
112156,835,0.28,17.50,41,5,8,4,45,0.00,0.00,1.0000,3.89,0.95,0.00,-4.49,2.35,5.69
112201,834,0.27,17.50,41,5,8,4,45,0.00,0.00,1.0000,3.84,0.95,0.00,-4.49,2.35,5.69
112296,840,0.27,17.50,41,5,8,4,45,0.00,0.00,1.0000,3.77,0.95,0.00,-4.51,2.35,5.69
112389,842,0.27,17.50,41,5,8,4,45,0.00,0.00,1.0000,3.97,0.95,0.00,-4.51,2.35,5.69
112467,840,0.28,17.50,43,5,8,4,45,0.00,0.00,1.0000,3.84,0.95,0.00,-4.51,2.35,5.69
112546,842,0.28,17.50,43,5,8,4,45,0.00,0.00,1.0000,3.89,0.95,0.00,-4.51,2.35,5.71
112624,842,0.28,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.87,0.95,0.00,-4.49,2.35,5.70
112702,833,0.28,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.82,0.95,0.00,-4.49,2.35,5.71
112780,830,0.29,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.79,0.95,0.00,-4.49,2.35,5.72
112858,830,0.28,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.84,0.95,0.00,-4.49,2.35,5.71
112936,830,0.27,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.74,0.95,0.00,-4.49,2.35,5.70
113030,827,0.27,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.69,0.95,0.00,-4.49,2.35,5.71
113093,837,0.27,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.66,0.95,0.00,-4.49,2.35,5.68
113186,836,0.25,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.79,0.95,0.00,-4.49,2.35,5.71
113264,838,0.28,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.92,0.95,0.00,-4.47,2.35,5.71
113343,837,0.28,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.89,0.95,0.00,-4.47,2.35,5.72
113421,838,0.28,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.87,0.95,0.00,-4.47,2.35,5.71
113499,824,0.28,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.82,0.95,0.00,-4.49,2.35,5.69
113561,823,0.28,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.87,0.95,0.00,-4.47,2.35,5.72
113655,822,0.28,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.89,0.95,0.00,-4.47,2.35,5.68
113733,821,0.28,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.87,0.95,0.00,-4.47,2.35,5.70
113811,823,0.28,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.79,0.95,0.00,-4.45,2.35,5.70
113890,827,0.28,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.82,0.95,0.00,-4.45,2.35,5.71
113968,821,0.28,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.77,0.95,0.00,-4.43,2.35,5.69
114061,820,0.27,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.66,0.95,0.00,-4.45,2.35,5.69
114124,816,0.27,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.69,0.95,0.00,-4.43,2.35,5.70
114202,815,0.28,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.84,0.95,0.00,-4.43,2.35,5.68
114264,818,0.28,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.84,0.95,0.00,-4.41,2.35,5.68
114374,811,0.29,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.87,0.95,0.00,-4.41,2.35,5.68
114452,810,0.29,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.77,0.95,0.00,-4.41,2.35,5.66
114530,818,0.28,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.89,0.95,0.00,-4.43,2.35,5.65
114608,818,0.28,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.87,0.95,0.00,-4.45,2.35,5.66
114687,815,0.28,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.82,0.95,0.00,-4.43,2.35,5.67
114764,815,0.27,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.74,0.95,0.00,-4.43,2.35,5.67
114842,828,0.28,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.87,0.95,0.00,-4.43,2.35,5.65
114921,833,0.27,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.77,0.95,0.00,-4.45,2.35,5.65
115014,831,0.28,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.79,0.95,0.00,-4.47,2.35,5.68
115092,832,0.28,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.87,0.95,0.00,-4.45,2.35,5.67
115170,838,0.27,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.77,0.95,0.00,-4.45,2.35,5.66
115249,838,0.27,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.82,0.95,0.00,-4.49,2.35,5.67
115311,842,0.27,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.77,0.95,0.00,-4.47,2.35,5.70
115405,841,0.26,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.74,0.95,0.00,-4.49,2.35,5.71
115483,841,0.27,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.79,0.95,0.00,-4.49,2.35,5.73
115562,847,0.26,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.72,0.95,0.00,-4.47,2.35,5.71
115623,846,0.26,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.77,0.95,0.00,-4.49,2.35,5.75
115717,849,0.27,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.84,0.95,0.00,-4.49,2.75,5.75
115796,846,0.28,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.92,0.97,0.00,-4.49,2.35,5.75
115874,840,0.27,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.84,0.98,0.00,-4.49,2.35,5.77
115967,836,0.28,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.84,0.99,0.00,-4.47,2.35,5.78
116045,831,0.29,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.72,0.99,0.00,-4.47,2.35,5.79
116124,829,0.27,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.79,0.99,0.00,-4.45,2.35,5.75
116202,828,0.28,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.89,0.99,0.00,-4.47,2.35,5.75
116281,821,0.28,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.82,0.99,0.00,-4.45,2.35,5.75
116358,822,0.27,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.66,0.99,0.00,-4.45,2.35,5.76
116436,820,0.27,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.84,0.99,0.00,-4.43,2.35,5.77
116515,808,0.29,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.79,0.99,0.00,-4.39,2.35,5.77
116593,803,0.27,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.64,0.99,0.00,-4.37,2.35,5.73
116687,800,0.28,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.69,0.99,0.00,-4.37,2.35,5.72
116765,797,0.28,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.69,0.99,0.00,-4.37,2.35,5.71
116843,790,0.28,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.62,0.99,0.00,-4.37,2.35,5.67
116921,788,0.29,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.74,0.99,0.00,-4.37,2.35,5.65
116999,786,0.29,18.50,43,5,8,4,45,0.00,0.00,1.0000,3.82,0.99,0.00,-4.37,2.35,5.65
117045,786,0.28,18.50,43,5,8,4,45,0.00,0.00,1.0000,3.74,0.99,0.00,-4.37,2.35,5.64
117156,784,0.29,18.50,43,5,8,4,45,0.00,0.00,1.0000,3.72,0.99,0.00,-4.37,2.35,5.63
117233,780,0.28,18.50,43,5,8,4,45,0.00,0.00,1.0000,3.77,0.99,0.00,-4.37,2.35,5.63
117311,779,0.29,18.50,43,5,8,4,45,0.00,0.00,1.0000,3.77,0.99,0.00,-4.37,2.35,5.60
117390,771,0.28,18.50,43,5,8,4,45,0.00,0.00,1.0000,3.64,0.99,0.00,-4.37,2.35,5.60
117468,773,0.28,18.50,43,5,8,4,45,0.00,0.00,1.0000,3.69,0.99,0.00,-4.37,2.35,5.57
117545,776,0.29,18.50,43,5,8,4,45,0.00,0.00,1.0000,3.72,0.99,0.00,-4.37,2.35,5.58
117624,774,0.29,18.50,43,5,8,4,45,0.00,0.00,1.0000,3.84,0.99,0.00,-4.37,2.35,5.58
117703,776,0.30,18.50,43,5,8,4,45,0.00,0.00,1.0000,3.87,0.99,0.00,-4.37,2.35,5.55
117780,783,0.30,18.50,43,5,8,4,45,0.00,0.00,1.0000,3.95,0.99,0.00,-4.37,2.35,5.57
117858,784,0.28,18.50,43,5,8,4,45,0.00,0.00,1.0000,3.74,0.99,0.00,-4.37,2.35,5.58
117952,784,0.28,18.50,43,5,8,4,45,0.00,0.00,1.0000,3.69,0.99,0.00,-4.37,2.35,5.58
118030,789,0.28,18.50,45,5,8,4,45,0.00,0.00,1.0000,3.72,0.99,0.00,-4.37,2.35,5.58
118108,798,0.29,18.50,45,5,8,4,45,0.00,0.00,1.0000,3.84,0.99,0.00,-4.37,2.35,5.61
118186,804,0.29,18.50,45,5,8,4,45,0.00,0.00,1.0000,3.79,0.99,0.00,-4.37,2.35,5.62
118265,806,0.28,18.50,45,5,8,4,45,0.00,0.00,1.0000,3.74,0.99,0.00,-4.37,2.35,5.61
118327,811,0.28,18.50,45,5,8,4,45,0.00,0.00,1.0000,3.72,0.99,0.00,-4.37,2.35,5.61
118421,808,0.28,18.50,45,5,8,4,45,0.00,0.00,1.0000,3.74,0.99,0.00,-4.39,2.35,5.64
118499,804,0.28,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.77,0.99,0.00,-4.37,2.35,5.66
118577,799,0.28,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.74,0.99,0.00,-4.37,2.35,5.66
118655,800,0.28,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.72,0.99,0.00,-4.37,2.35,5.66
118733,801,0.29,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.87,0.99,0.00,-4.37,2.35,5.65
118811,789,0.29,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.82,0.99,0.00,-4.37,2.35,5.66
118890,790,0.29,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.72,0.99,0.00,-4.37,2.35,5.66
118983,788,0.28,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.84,0.99,0.00,-4.37,2.35,5.63
119062,788,0.28,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.77,0.99,0.00,-4.37,2.35,5.63
119139,790,0.27,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.64,0.99,0.00,-4.37,2.35,5.65
119187,790,0.28,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.69,0.99,0.00,-4.37,2.35,5.64
119296,789,0.28,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.74,0.99,0.00,-4.37,2.35,5.64
119374,790,0.28,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.72,0.99,0.00,-4.35,2.35,5.64
119452,787,0.28,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.69,0.99,0.00,-4.35,2.35,5.64
119530,785,0.28,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.72,0.99,0.00,-4.37,2.35,5.64
119608,793,0.29,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.79,0.99,0.00,-4.35,2.35,5.64
119686,794,0.28,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.72,0.99,0.00,-4.35,2.35,5.64
119764,795,0.29,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.77,0.99,0.00,-4.35,2.35,5.62
119842,789,0.28,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.77,0.99,0.00,-4.35,2.35,5.64
119921,792,0.28,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.74,0.99,0.00,-4.35,2.35,5.64
120014,795,0.28,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.74,0.99,0.00,-4.35,2.35,5.63
120092,796,0.28,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.72,0.99,0.00,-4.35,2.35,5.64
120171,798,0.28,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.72,0.99,0.00,-4.35,2.35,5.64
120249,802,0.28,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.66,0.99,0.00,-4.35,2.35,5.64
120311,804,0.28,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.79,0.99,0.00,-4.35,2.35,5.66
120405,802,0.27,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.67,0.99,0.00,-4.35,2.35,5.65
120483,804,0.28,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.77,0.99,0.00,-4.39,2.35,5.66
120545,808,0.27,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.64,0.99,0.00,-4.39,2.35,5.67
120640,809,0.28,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.77,0.99,0.00,-4.37,2.35,5.67
120734,810,0.27,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.72,0.99,0.00,-4.37,2.35,5.69
120795,814,0.27,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.72,0.99,0.00,-4.39,2.35,5.67
120874,814,0.28,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.84,0.99,0.00,-4.41,2.35,5.70
120952,822,0.28,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.79,0.99,0.00,-4.39,2.35,5.69
121030,816,0.27,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.79,0.99,0.00,-4.41,2.35,5.70
121109,818,0.28,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.77,0.99,0.00,-4.39,2.35,5.71
121202,820,0.28,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.77,0.99,0.00,-4.39,2.35,5.72
121248,819,0.28,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.79,0.99,0.00,-4.39,2.35,5.71
